baseTick,quoteTick,bestAsk,bestAskSize,bestBid,bestBidSize,price,sequence,size,time
REEF,USDT,0.00838,60.6789,0.00837,37483.5892,0.00836,1634656248497.0,615.1539,2022-03-11 23:32:00.956
REN,USDT,0.3824,1903.9415,0.3818,23.5513,0.3819,1613017368962.0,2.5,2022-03-10 19:30:14.435
REP,USDT,13.859,17.2,13.787,6.5,13.754,1630530044995.0,11.2097,2022-03-10 19:27:00.663
REP,ETH,0.005264,3.9252,0.005206,3.79,0.005196,1630524126073.0,0.0454,2022-03-12 00:26:36.362
REQ,ETH,7.41e-05,7618.2927,7.37e-05,5004.9535,7.37e-05,1613079579389.0,5.6521,2022-03-12 00:32:07.422
REVV,BTC,2.34e-06,4314.6233,2.33e-06,585.2642,2.33e-06,1612723968811.0,3.5707,2022-03-10 19:27:00.696
RFOX,USDT,0.04226,14467.767,0.04207,1400.0,0.04204,1618124219598.0,410.0,2022-03-12 00:27:41.133
RIF,BTC,3.87e-06,1715.0838,3.83e-06,1676.6633,3.86e-06,1612799860651.0,40.649,2022-03-10 19:29:09.126
RLC,BTC,4.276e-05,286.3087,4.262e-05,287.8486,4.263e-05,1631266820149.0,1.0133,2022-03-12 00:32:07.426
RNDR,USDT,2.3721,875.2595,2.3706,1.2354,2.3721,1616225359003.0,2.604,2022-03-12 00:04:01.179
ROSE,USDT,0.22219,1351.2014,0.22198,1300.0,0.22217,1613278804653.0,3272.3201364,2022-03-12 00:32:07.408
ROSN,USDT,0.1082,224.7105,0.1075,6.8515,0.1079,1623159618228.0,1251.8321,2022-03-12 00:26:36.356
ROUTE,USDT,2.2932,0.5213,2.2883,38.0561,2.2877,1626827546709.0,2.5151,2022-03-12 00:30:58.399
RSR,USDT,0.01236,23326.0007,0.01235,33030.5497,0.01236,1637904385352.0,23489.9297,2022-03-11 23:33:04.245
RUNE,USDT,5.9715,36.0,5.969,572.0,5.9671,1633020553878.0,34.1043,2022-03-12 00:29:51.559
RUNE,BTC,0.00015276,437.4122,0.00015219,57.2,0.00015255,1632863198624.0,17.5,2022-03-12 00:29:51.556
SAND,USDT,2.81324,1.6878,2.81279,1.3426,2.81376,1619112384957.0,1.6098,2022-03-12 00:28:45.785
SAND3L,USDT,0.8877,6.3585,0.8842,0.2873,0.8865,1636538270516.0,3.5013,2022-03-10 19:24:53.145
SAND3S,USDT,0.058364,25.4523,0.057933,3.6822,0.058233,1636561402332.0,3.6822,2022-03-10 19:24:53.145
SCLP,BTC,1.072e-05,15.8117,1.066e-05,83.42,1.072e-05,1635466823957.0,3.3403,2022-03-10 19:24:53.156
SCLP,USDT,0.4267,581.2576,0.4243,55.2094,0.4267,1635575299321.0,5.503,2022-03-12 00:04:01.166
SDAO,USDT,0.844,0.1977,0.843,216.9795,0.845,1631084693622.0,0.861309,2022-03-12 00:16:33.922
SDN,USDT,0.708,91.3386,0.707,22.4428,0.708,1630416798405.0,1.01723745,2022-03-12 00:29:51.562
SDN,ETH,0.000274,103.8644,0.000271,159.9843,0.000271,1630403888894.0,0.278,2022-03-12 00:26:36.362
SENSO,USDT,0.61255,17.0,0.610372,3.1397,0.611398,1612808959125.0,295.0256,2022-03-11 23:32:00.955
SFUND,USDT,4.9598,15.0,4.9384,36.5937,4.96,1623389878333.0,1.818,2022-03-10 19:28:05.478
SHIB,USDT,2.248e-05,673300983.442,2.247e-05,215147692.2002,2.247e-05,1622782980564.0,1600005.9381,2022-03-12 00:29:51.533
SHIB,DOGE,0.00019215,524796.7734,0.00019187,29639111.3645,0.00019158,1635871558701.0,5220.7957,2022-03-12 00:28:45.822
SHILL,USDT,0.1168,2992.15544247,0.1167,18266.076,0.1167,1636552448444.0,700.555,2022-03-10 19:25:56.947
SHR,BTC,2.2e-07,204304.62485455,2.1e-07,1799491.045,2.2e-07,1612732939790.0,11.0631,2022-03-12 00:30:58.405
SHR,USDT,0.008373,124.7942,0.008328,56326.9583,0.008327,1612917019266.0,37.7769,2022-03-12 00:32:07.406
SHX,BTC,8.94e-08,9353.9556,8.87e-08,225911.221,8.89e-08,1644992158734.0,9406.9826,2022-03-10 19:28:05.441
SKL,USDT,0.1174,134.5943,0.1172,768.0,0.1173,1631134131657.0,21.5025,2022-03-12 00:30:58.432
SKU,USDT,0.0562,16736.98826228,0.056,14192.4746,0.0561,1632764668837.0,438.9293,2022-03-12 00:29:51.556
SKU,BTC,1.46e-06,782.5676,1.42e-06,3756.2169,1.46e-06,1632755956451.0,1.2981,2022-03-12 00:29:51.555
SNT,BTC,1.53e-06,18650.3639,1.51e-06,3852.8581,1.51e-06,1612757478850.0,3.5113,2022-03-12 00:32:07.426
SNT,ETH,2.23e-05,3951.958,2.2e-05,4658.9211,2.19e-05,1612763386850.0,381.1343,2022-03-10 19:29:09.129
SNTVT,BTC,2.419e-07,55.7967,2.399e-07,3037.8601,2.413e-07,1612732139341.0,17.8026,2022-03-12 00:28:45.807
SNX,ETH,0.0016025,110.7621037,0.0015959,110.88049295,0.0015954,1613376613338.0,2.51447727,2022-03-12 00:32:07.422
SOL,USDT,81.866,0.6037,81.855,37.1473,81.854,1630424990765.0,0.5534,2022-03-12 00:04:01.164
SOL,UST,81.767,8.9932,81.55,5.1225,81.771,1639483362657.0,1.11395237,2022-03-12 00:22:11.736
SOL3L,USDT,0.062899,2416.0,0.0628,1238.2137,0.0628,1631844924931.0,110.2642,2022-03-12 00:26:36.357
SOL3S,USDT,3.2187,153.5156,3.2069,2.2069,3.2091,1631805783669.0,0.5828,2022-03-12 00:29:51.556
SOS,USDT,1.763e-06,1216545762.1175,1.76e-06,1211626.6433,1.763e-06,1640608280885.0,64957195.5841,2022-03-12 00:27:41.136
SOUL,BTC,2.735e-05,36.572,2.726e-05,19.0,2.736e-05,1612822672797.0,2.7551,2022-03-10 19:24:53.123
SOUL,ETH,0.0003819,3.5734,0.0003805,6.676,0.0003806,1612833043034.0,12.8575,2022-03-11 23:33:04.222
SOUL,USDT,0.975,826.1967,0.9731,45.0,0.975,1646868208143.0,1.3823,2022-03-12 00:26:36.355
SRK,BTC,2.8e-08,2618.9824,2.77e-08,17999.6763,2.77e-08,1614607007162.0,236.9998,2022-03-10 19:24:53.062
SRM,USDT,1.864,185.456,1.862,150.6644,1.863,1638281509359.0,133.6481,2022-03-12 00:27:41.136
SRM,BTC,4.761e-05,100.0,4.748e-05,100.0,4.769e-05,1638264787092.0,0.4957,2022-03-10 19:30:14.436
STARLY,USDT,0.4542,390.6568,0.4527,394.5409,0.4542,1645070794862.0,11.3779,2022-03-10 19:28:05.442
STMX,USDT,0.01389,543.6572,0.01386,59745.1601,0.01386,1646867492734.0,10.0211,2022-03-12 00:29:51.554
STND,USDT,0.2175,2236.2366,0.2174,32.4676,0.2175,1619709318571.0,0.8535,2022-03-12 00:30:58.432
STORJ,USDT,1.0014,104.7991,0.9995,91.1,1.0002,1630826364179.0,5.1802,2022-03-11 23:32:00.937
STORJ,ETH,0.0003951,449.0328,0.000392,550.9906,0.0003922,1630721075365.0,88.3722,2022-03-10 19:30:14.435
STORJ,BTC,2.608e-05,322.0,2.598e-05,469.2448,2.609e-05,1630707135636.0,19.0021,2022-03-10 19:24:53.035
STRK,ETH,0.014636,5.0783,0.014543,46.1151,0.014611,1620430729303.0,4.3517,2022-03-12 00:30:58.431
STRONG,USDT,157.22,4.3179,157.001,0.736,157.22,1645517466234.0,0.1425,2022-03-12 00:26:36.360
STX,BTC,3.53e-05,1656.1528,3.526e-05,19.586,3.526e-05,1612768984378.0,0.084,2022-03-12 00:29:51.555
STX,USDT,1.4376,170.0,1.4331,0.4906,1.4333,1612849534521.0,1.4888,2022-03-10 19:28:05.455
SUKU,BTC,5.33e-06,3573.3798,5.3e-06,248.4734,5.3e-06,1612767392024.0,161.8452,2022-03-11 23:33:04.235
SUKU,USDT,0.20762,460.0,0.20698,460.0,0.20742,1629145855452.0,105.1109,2022-03-11 23:33:04.236
SUN,USDT,0.01207,50784.5469,0.01206,82412.1343,0.01207,1629128915976.0,71514.9516,2022-03-11 23:32:00.954
SUPER,USDT,0.6055,2842.5258,0.6046,1481.7706,0.6055,1635531767266.0,1.6909,2022-03-10 19:29:09.106
SUSD,USDT,0.9997,254.7,0.9982,876.6712,0.9983,1612765298065.0,0.1159,2022-03-12 00:30:58.422
SUSD,BTC,2.571e-05,343.1549,2.538e-05,7.3908,2.572e-05,1612959372743.0,0.1322,2022-03-12 00:30:58.423
SUSD,ETH,0.0004077,44.8157,0.0003834,50.3519,0.0003824,1613086190512.0,0.1159,2022-03-12 00:30:58.422
SUSHI,USDT,2.947,432.1776,2.945,161.8916,2.947,1613544781213.0,0.0377,2022-03-12 00:32:07.427
SUSHI3L,USDT,0.010474,4969.0083,0.0104,227200.0806,0.010436,1635933905802.0,16201.7379,2022-03-12 00:29:51.562
SUSHI3S,USDT,39.3102,127.0027,39.1036,1.2527,39.2532,1635909345843.0,4.0844,2022-03-12 00:29:51.562
SUTER,USDT,0.0022997,276.3697,0.00229,16934.9686,0.0022939,1612765113609.0,10680.5005,2022-03-10 19:28:05.455
SWINGBY,USDT,0.00897,33306.1225,0.00886,726.6108,0.0089,1614893310337.0,543.6448,2022-03-10 19:25:56.962
SWP,USDT,1.7933,558.7059,1.7838,3.6229,1.7838,1637058742011.0,0.9241,2022-03-11 23:32:00.945
SXP,USDT,1.2684,150.0,1.2672,0.1476,1.2677,1613412941842.0,0.3551,2022-03-10 19:29:09.125
TARA,ETH,1.585e-06,10660.0,1.532e-06,35796.8099,1.55e-06,1616526058252.0,29.6973,2022-03-10 19:24:53.077
TARA,USDT,0.004317,13000.0,0.004302,13000.0,0.004302,1616600484718.0,609.4662,2022-03-12 00:29:51.578
TCP,USDT,0.03291,700.0,0.03276,700.0,0.03285,1619805222453.0,5296.8037,2022-03-12 00:32:07.432
TEL,USDT,0.00498808,62000.0,0.00498005,61000.0,0.00498808,1613468305542.0,62000.0,2022-03-10 19:27:00.680
TEL,BTC,1.247e-07,794.47,1.24e-07,56202.29,1.243e-07,1613667739929.0,622.35,2022-03-12 00:32:07.422
TEL,ETH,1.885e-06,19771.13,1.878e-06,364.99,1.887e-06,1613212472507.0,1088.39066242,2022-03-12 00:32:07.422
TFUEL,BTC,3.948e-06,4.1222,3.929e-06,26655.5775,3.931e-06,1646189235244.0,8.6635,2022-03-10 19:30:14.441
THETA,USDT,2.816,20.5942,2.8147,108.1379,2.8148,1614078015424.0,1.1563,2022-03-12 00:28:45.816
TIME,USDT,143.663,1.2419,142.667,0.3791,143.663,1640693800183.0,0.0119,2022-03-10 19:24:53.039
TKO,USDT,0.6489,532.9,0.6459,19.2151,0.6459,1635866601553.0,0.196,2022-03-11 23:33:04.225
TKO,BTC,1.665e-05,1.961,1.649e-05,6.5932,1.65e-05,1635861528398.0,0.1318,2022-03-12 00:27:41.126
TKY,ETH,1.193e-07,218649.8719,1.168e-07,270633.0723,1.185e-07,1612848896392.0,1759.0,2022-03-12 00:32:07.424
TLM,USDT,0.0961,4.359,0.096,2000.0,0.0962,1632863302840.0,19.1474,2022-03-10 19:27:00.657
TOMO,USDT,1.12669,97.0,1.12414,97.0,1.12503,1612951148665.0,4.127,2022-03-10 19:24:53.125
TOMO,BTC,2.925e-05,0.1247,2.903e-05,1.536,2.903e-05,1612904670621.0,0.3196,2022-03-12 00:27:41.124
TONE,USDT,0.02181,19.1861,0.02168,431.7554,0.0218,1634639135814.0,7.6581,2022-03-12 00:26:36.356
TONE,BTC,5.709e-07,44.0157,5.428e-07,2352.8605,5.504e-07,1612755255770.0,92.5298,2022-03-12 00:30:58.406
TOWER,BTC,4.92e-07,864.6394,4.8e-07,11376.3643,4.8e-07,1619794570259.0,5.064,2022-03-12 00:32:07.431
TRAC,BTC,1.05e-05,281.0896,1.043e-05,81.365,1.05e-05,1612837344790.0,1.4116,2022-03-10 19:28:05.424
TRAC,ETH,0.000161,303.99,0.0001599,740.0081,0.00016,1612837870188.0,62.0843,2022-03-12 00:23:05.524
TRB,USDT,18.171,0.194,18.107,3.1234,18.075,1631109505040.0,0.0257,2022-03-12 00:28:45.826
TRIAS,USDT,3.20889,27.3491,3.19638,32.0,3.20889,1645524518418.0,4.05124513,2022-03-12 00:27:41.133
TRIAS,BTC,8.62e-05,0.4348,8.596e-05,4.6,8.609e-05,1645521255343.0,1.2099,2022-03-10 19:28:05.423
TRIBE,USDT,0.5565,844.9126,0.5549,170.1008,0.5554,1638401578125.0,186.5097,2022-03-10 19:29:09.122
TRU,BTC,4.24e-06,103.6323,4.21e-06,293.5699,4.22e-06,1635840262529.0,103.6323,2022-03-11 23:32:00.941
TRX,KCS,0.003296,26.5381,0.003277,7039.8893,0.003278,1615858733490.0,54.4,2022-03-12 00:29:51.562
TRX,BTC,1.535e-06,87887.9862,1.532e-06,90675.2984,1.534e-06,1613631267501.0,2.9047,2022-03-12 00:27:41.124
TRX,USDT,0.060001,80630.36536667,0.06,7269.4316,0.060001,1616009394529.0,26185.0,2022-03-12 00:30:58.426
TRX,ETH,2.318e-05,5121.0061,2.315e-05,34008.3726,2.317e-05,1613512792482.0,41.7522,2022-03-12 00:30:58.424
TWT,BTC,1.769e-05,3.9571,1.759e-05,1229.0,1.761e-05,1637066137394.0,0.129,2022-03-10 19:24:53.045
UMB,USDT,0.1,1002.1173,0.0997,23475.7076,0.0999,1632400055944.0,7.9361,2022-03-10 19:25:56.956
UNI,KCS,0.4865,1.3151,0.4835,12.1155,0.4862,1615496836317.0,0.0424,2022-03-12 00:26:36.363
UNI,USDT,8.8611,0.0473,8.8537,1.1114,8.8536,1614698262602.0,25.2899,2022-03-12 00:32:07.408
UNI3L,USDT,0.0419,1186.812,0.041613,2761.8198,0.0417,1633840512336.0,71.9425,2022-03-11 23:33:04.255
UNIC,USDT,24.74,3.0295,24.57,5.9473,24.62,1638417141637.0,8.8767,2022-03-10 19:25:56.936
UOS,USDT,1.1864,505.1234,1.18478,72.4,1.1847,1612906840337.0,0.004,2022-03-10 19:29:09.109
UQC,BTC,0.00014178,1.95,0.00013881,5.5915,0.00013881,1612736944897.0,0.0134,2022-03-12 00:32:07.407
USDC,USDT,0.99984,267771.67114089,0.99983,52982.02,0.99984,1613100901441.0,89.9692,2022-03-12 00:32:07.405
USDJ,USDT,0.9985,20.0,0.996,5.5,0.99724951,1612736178299.0,344.1704,2022-03-12 00:32:07.406
USDN,USDT,0.996,970.682,0.9957,996.0344,0.996,1612711871943.0,11.5759,2022-03-12 00:26:36.354
USDT,DAI,1.0006,48.207484,1.0004,1019.182609,1.0006,1612729097061.0,0.256516,2022-03-10 19:24:53.126
USDT,PAX,1.0004,6268.87817493,1.0002,2235.928964,1.0004,1612752918345.0,14.05857357,2022-03-12 00:30:58.426
UTK,BTC,6.39e-06,1915.723,6.37e-06,384.247,6.41e-06,1612787440827.0,108.3871,2022-03-12 00:27:41.124
VELO,USDT,0.040833,74.5993,0.040727,1171.7611,0.040821,1613027816985.0,43.3992,2022-03-10 19:29:09.106
VET,BTC,1.199e-06,14.4849,1.197e-06,20500.8912,1.197e-06,1615558963519.0,18.9252,2022-03-12 00:32:07.425
VET,ETH,1.812e-05,66.1554,1.81e-05,32967.7434,1.81e-05,1613456479015.0,116.9255,2022-03-12 00:32:07.424
VET,USDT,0.0468638,10049.5368,0.0468338,15000.0,0.0468638,1616198077736.0,71.7534,2022-03-12 00:27:41.129
VET3L,USDT,0.001096,178587.8163,0.001088,1145983.0184,0.001095,1623027324783.0,10207.8869,2022-03-10 19:28:05.477
VET3S,USDT,2.0519,3.4914,2.0438,107.9474,2.0458,1622926110156.0,0.0072,2022-03-12 00:29:51.577
VLX,USDT,0.2233,1270.0,0.223,2474.6791,0.2232,1637350028013.0,83.436,2022-03-12 00:04:01.145
VR,USDT,0.12476,464.0248,0.12434,271.0743,0.12477,1638573955051.0,10473.6716,2022-03-10 19:25:56.941
VRA,BTC,5.218e-07,20596.5888,5.208e-07,4953.0456,5.208e-07,1613092924603.0,1072.5599,2022-03-12 00:30:58.424
VRA,USDT,0.0202481,13595.854,0.02023374,15849.5047,0.02024811,1629925184166.0,24916.5721,2022-03-11 23:32:00.929
VXV,USDT,1.66,332.64554218,1.65,164.3751,1.65,1636707074791.0,0.2491,2022-03-12 00:04:01.145
WAVES,BTC,0.00064022,19.2244,0.00063777,19.2359,0.0006377,1629281432739.0,37.2226,2022-03-12 00:32:07.424
WAVES,USDT,24.9884,36.19999491,24.9551,119.6,24.9884,1613272167123.0,12.76960509,2022-03-12 00:30:58.426
WAX,BTC,7e-06,1155.0407,6.98e-06,1545.8523,6.99e-06,1612863982012.0,1.5209,2022-03-11 23:33:04.224
WAX,USDT,0.274,1869.2173,0.2739,1271.725,0.2739,1618519084983.0,1712.3691,2022-03-12 00:30:58.432
WBTC,ETH,15.1311,0.0117,15.0991,0.0117,15.1222,1612821929681.0,0.0001,2022-03-12 00:28:45.823
WIN,USDT,0.00026107,1343000.0,0.0002608,1343000.0,0.00026098,1613041380298.0,361158.5977,2022-03-12 00:29:51.558
WMT,USDT,0.6735,42.9491,0.6717,18.655,0.6735,1645617005683.0,2.7045,2022-03-11 23:33:04.242
WNCG,BTC,2.053e-05,200.0,2.042e-05,200.0,2.052e-05,1631890137294.0,0.1074,2022-03-12 00:26:36.355
WOM,USDT,0.096918,2321.2215,0.096286,36.8089,0.096937,1612735349256.0,2367.646,2022-03-11 23:33:04.254
WOO,USDT,0.47796,500.0,0.47761,1017.0,0.47789,1630502312880.0,48.413,2022-03-10 19:28:05.465
WRX,USDT,0.6051,562.3896,0.6036,68.5382,0.6044,1635878526467.0,268.26687624,2022-03-10 19:24:53.078
WSIENNA,USDT,4.8559,54.3151,4.8521,26.9803,4.8565,1634050516363.0,1.5567,2022-03-12 00:29:51.556
WXT,USDT,0.003447,107399.1018,0.003434,87800.0,0.003435,1612817879417.0,67.9129,2022-03-10 19:27:00.678
XCAD,USDT,2.6473,6.0,2.638,6.0,2.6437,1622301874460.0,8.0947,2022-03-12 00:32:07.426
XCUR,USDT,1.085,23.7869,1.081,1.487,1.081,1629148711249.0,14.8695,2022-03-10 19:27:00.678
XDB,USDT,0.30794616,102.1759,0.30722365,370.0,0.30794616,1612817527808.0,267.8241,2022-03-10 19:28:05.456
XDC,BTC,1.33e-06,15362.7632,1.325e-06,4000.0,1.321e-06,1627465055928.0,15.0052,2022-03-12 00:27:41.124
XDC,USDT,0.05169,4000.0,0.05161,4000.0,0.0516,1620463150092.0,14899.4126,2022-03-11 23:32:00.941
XDC,ETH,1.999e-05,84214.6616,1.993e-05,343.7598,1.995e-05,1620455654862.0,80.238,2022-03-11 23:32:00.941
XEC,USDT,7.855e-05,635930.0477,7.835e-05,3559.2336,7.858e-05,1639419777046.0,4089.1828,2022-03-10 19:30:14.438
XHV,USDT,3.052,5.0583,3.051,47.6407,3.051,1612819722132.0,2.2863,2022-03-10 19:28:05.457
XHV,BTC,9.44e-05,0.1308,9.39e-05,305.8317,9.44e-05,1629132778430.0,0.2077,2022-03-12 00:29:51.562
XLM,USDT,0.186727,4357.3,0.186612,4357.3,0.186764,1615936283572.0,396.0,2022-03-12 00:27:41.128
XLM,ETH,7.224e-05,3477.0873,7.213e-05,662.0,7.222e-05,1613579694609.0,0.7527,2022-03-12 00:28:45.826
XLM,BTC,4.79e-06,7910.5529,4.78e-06,18498.6058,4.79e-06,1613696874480.0,0.9412,2022-03-12 00:30:58.424
XMR,ETH,0.06725,1.2352,0.06711,3.741,0.06708,1629258205309.0,0.0139,2022-03-12 00:32:07.424
XMR,USDT,173.99,0.0248,173.86,17.28,173.91,1617229109508.0,0.0119,2022-03-12 00:26:36.379
XMR,BTC,0.004447,1.0,0.00444,3.0012,0.004443,1613092951559.0,0.0038,2022-03-12 00:27:41.124
XNL,USDT,0.152,380.0,0.151,107.4263,0.1518,1631842616801.0,2766.7984,2022-03-12 00:26:36.357
XNO,BTC,4.345e-05,218.4739,4.317e-05,35.8748,4.342e-05,1645593416596.0,0.1879,2022-03-11 23:33:04.241
XNO,USDT,1.681,2343.6562,1.677,5.2415,1.677,1645590284362.0,1.7973,2022-03-10 19:30:14.442
XRP,ETH,0.000315,269.5439,0.0003147,11749.9581,0.0003149,1613753050381.0,0.7555,2022-03-12 00:27:41.124
XRP,USDT,0.81511,4066.9042,0.81506,1267.161,0.815,1620767983166.0,8.774e-05,2022-03-12 00:26:36.363
XRP,PAX,0.81471,817.1112,0.81324,516.4861,0.81885,1613558669720.0,0.1979,2022-03-12 00:23:05.524
XRP,BTC,2.086e-05,5847.4944,2.084e-05,922.224,2.084e-05,1614031786045.0,0.1857,2022-03-12 00:30:58.424
XRP,KCS,0.04481,20.2169,0.04474,501.5905,0.04473,1629357345257.0,0.3962,2022-03-12 00:30:58.425
XRP,TUSD,0.8153,340.997,0.81408,2.6986,0.81706,1629481354036.0,4.315,2022-03-12 00:32:07.424
XRP,USDC,0.73871,1160.9,0.73813,162.5729,0.73798,1614109690097.0,2.4951,2022-03-10 19:27:00.680
XRP3L,USDT,0.12735,15854.0624,0.126969,769.4979,0.127353,1631120056945.0,769.49786765,2022-03-12 00:28:45.812
XRP3S,USDT,8.2075,43.1881,8.1758,0.1556,8.1805,1631084127553.0,0.072,2022-03-12 00:26:36.385
XTM,USDT,0.15947,2491.9547,0.159,4130.2602,0.15912,1636701415546.0,30.1516,2022-03-12 00:04:01.148
XTZ,USDT,3.0487,130.0,3.0459,130.0,3.04577,1613884569298.0,130.0,2022-03-10 19:27:00.680
XTZ,BTC,7.702e-05,157.8676,7.692e-05,79.7758,7.702e-05,1613397054968.0,0.2635,2022-03-12 00:04:01.178
XTZ,KCS,0.16669,90.2862,0.16593,1.0,0.16636,1629216316897.0,188.3025,2022-03-11 23:32:00.962
XVS,USDT,8.515,17.6,8.498,0.3875,8.515,1635239348556.0,0.0493,2022-03-10 19:29:09.096
XYO,BTC,4.45e-07,85381.4872,4.434e-07,86812.7217,4.439e-07,1612737129935.0,21.5121,2022-03-12 00:23:05.524
XYO,ETH,6.6e-06,41003.2035,6.57e-06,14632.8095,6.52e-06,1629134896930.0,14542.0376,2022-03-10 19:30:14.431
YFDAI,BTC,0.00414,0.8429,0.00408,9.5971,0.00413,1629132740870.0,0.0094,2022-03-10 19:29:09.124
YFDAI,USDT,163.55,0.348,160.62,2.3332,160.62,1629165354345.0,0.0107,2022-03-12 00:30:58.424
YFI,USDT,18646.3,0.049933,18633.49,0.013124,18644.97,1613385093182.0,7e-06,2022-03-12 00:32:07.406
YGG,USDT,2.5164,54.0,2.5118,5.0886,2.5104,1631062632618.0,0.2591,2022-03-11 23:33:04.225
YOP,USDT,0.2045,745.9996,0.203,336.7181,0.203,1629133787847.0,1.0,2022-03-12 00:26:36.377
ZEC,USDT,158.26,9.6104,158.148,1.854,158.174,1613539025287.0,2.7896,2022-03-10 19:27:00.686
ZEC,KCS,8.7,0.0063,8.6383,2.875,8.6322,1629206271799.0,3.0238,2022-03-10 19:27:00.662
ZEC,BTC,0.004021,0.0338,0.0040172,19.835,0.00402,1613272432735.0,0.0223,2022-03-10 19:27:00.684
ZEN,USDT,37.207,5.0,37.125,2.9,37.225,1629243741394.0,1.4036,2022-03-12 00:27:41.136
ZIL,BTC,1.07e-06,48.7801,1.06e-06,470598.9995,1.07e-06,1612962210864.0,4.8362,2022-03-11 23:33:04.224
ZKT,USDT,16.16,0.3425,16.087,1.4036,16.073,1635253980004.0,10.4943,2022-03-10 19:24:53.036
ZRX,ETH,0.0001909,3612.9091,0.0001902,1.6023,0.0001907,1612840221981.0,1.3105,2022-03-11 23:33:04.224
